id,text,user_id,num_urls,crawled_at,url
5.28E+017,SMARRITO ZONA SOCCAVO NAPOLI IL PICCOLO TOMMY NON PUÒ VIVERE PER STRADA CHIUNQUE LO VEDA SEGNALI AI NUMERI SOTTOSTANT http://t.co/3opuHQMi4f,237359828,Thu Oct 30 20:55:43 +0000 2014,2014-11-13 01:35:24,http://t.co/3opuHQMi4f
5.28E+017,http://t.co/54YaV1UDaI,237359828,Thu Oct 30 15:12:01 +0000 2014,2014-11-13 01:35:24,http://t.co/54YaV1UDaI
5.28E+017,http://t.co/pxKjRlyFVl,237359828,Wed Oct 29 17:09:12 +0000 2014,2014-11-13 01:35:24,http://t.co/pxKjRlyFVl
5.27E+017,http://t.co/H2x63oRVmh,237359828,Wed Oct 29 14:41:52 +0000 2014,2014-11-13 01:35:24,http://t.co/H2x63oRVmh
5.24E+017,http://t.co/YgZ5l8OiRZ,237359828,Sun Oct 19 21:58:52 +0000 2014,2014-11-13 01:35:24,http://t.co/YgZ5l8OiRZ
5.23E+017,http://t.co/uFJS8tdvmE,237359828,Thu Oct 16 20:44:37 +0000 2014,2014-11-13 01:35:24,http://t.co/uFJS8tdvmE
5.29E+017,"""Quando un'autorità straniera dà ordini in casa tua tu sei un reduce e la guerra l'hai persa"" ...la storia ritorna! http://t.co/Ru67eaEAtH",237367607,Sat Nov 01 19:01:17 +0000 2014,2014-11-13 01:36:02,http://t.co/Ru67eaEAtH
5.29E+017,I top 35 tweet del 2013 https://t.co/SYBLzSHkTW sono solo la preview dei top 100 che arriveranno a breve. Grazie per l'enorme affetto ;-),237367607,Sat Nov 01 17:55:53 +0000 2014,2014-11-13 01:36:02,https://t.co/SYBLzSHkTW
5.29E+017,http://t.co/ewhpmuvguU,237367607,Sat Nov 01 13:01:52 +0000 2014,2014-11-13 01:36:02,http://t.co/ewhpmuvguU
5.28E+017,http://t.co/74zCCfnuiV,237367607,Sat Nov 01 07:55:20 +0000 2014,2014-11-13 01:36:03,http://t.co/74zCCfnuiV
5.28E+017,http://t.co/W7gYGeqtWk,237367607,Fri Oct 31 20:30:15 +0000 2014,2014-11-13 01:36:03,http://t.co/W7gYGeqtWk
5.28E+017,Un paese che scambia queste due per esperte di riforme costituzionali è destinato a sparire rapidamente dalla storia. http://t.co/Tj0yakBo1U,237367607,Fri Oct 31 20:07:07 +0000 2014,2014-11-13 01:36:03,http://t.co/Tj0yakBo1U
5.28E+017,http://t.co/D8HJg4HDmP,237367607,Fri Oct 31 18:45:29 +0000 2014,2014-11-13 01:36:03,http://t.co/D8HJg4HDmP
5.28E+017,- http://t.co/quZXZQE4AS,237367607,Thu Oct 30 12:07:07 +0000 2014,2014-11-13 01:36:03,http://t.co/quZXZQE4AS
5.28E+017,The Spillway http://t.co/YsUzGvLu5z,237367607,Wed Oct 29 20:22:10 +0000 2014,2014-11-13 01:36:03,http://t.co/YsUzGvLu5z
5.28E+017,http://t.co/EQwRLe51Yh,237367607,Wed Oct 29 20:03:52 +0000 2014,2014-11-13 01:36:03,http://t.co/EQwRLe51Yh
5.27E+017,http://t.co/yIED6JH8ob,237367607,Wed Oct 29 15:46:05 +0000 2014,2014-11-13 01:36:03,http://t.co/yIED6JH8ob
5.27E+017,http://t.co/jwBZM8zrtm,237367607,Wed Oct 29 15:40:29 +0000 2014,2014-11-13 01:36:03,http://t.co/jwBZM8zrtm
5.27E+017,Il 4 e 5 Ottobre con l'ass Liberi Nella #SclerosiMultipla raccoglieremo fondi per creare una palestra riabilitativa. http://t.co/BF3ZyNkvgG,237367607,Wed Oct 29 13:42:13 +0000 2014,2014-11-13 01:36:03,http://t.co/BF3ZyNkvgG
5.27E+017,1988: Faremo arrivare in massa immigrati per rilanciare lotta di classe e scardinare Occidente e Chiesa cattolica. http://t.co/QIqAbPt82s,237367607,Wed Oct 29 10:01:25 +0000 2014,2014-11-13 01:36:03,http://t.co/QIqAbPt82s
5.27E+017,http://t.co/QThWoMsZC0,237367607,Mon Oct 27 08:58:24 +0000 2014,2014-11-13 01:36:03,http://t.co/QThWoMsZC0
5.28E+017,http://t.co/4XoWdlujj6,237375183,Thu Oct 30 17:17:03 +0000 2014,2014-11-13 01:36:37,http://t.co/4XoWdlujj6
5.28E+017,http://t.co/1rEfZIagvV,237375183,Wed Oct 29 21:41:30 +0000 2014,2014-11-13 01:36:37,http://t.co/1rEfZIagvV
5.28E+017,http://t.co/A4MLKDd3T7,237375183,Wed Oct 29 17:56:49 +0000 2014,2014-11-13 01:36:37,http://t.co/A4MLKDd3T7
5.27E+017,http://t.co/Z6ARiTCDcJ,237375183,Wed Oct 29 13:56:51 +0000 2014,2014-11-13 01:36:37,http://t.co/Z6ARiTCDcJ
5.32E+017,#Israele VS #Palestina non ci capite niente? Nemmeno io. Allora leggete questo: http://t.co/XeWSAQcyfQ,240706202,Mon Nov 10 21:37:26 +0000 2014,2014-11-13 01:41:02,http://t.co/XeWSAQcyfQ
5.29E+017,http://t.co/0YDVaWevD1,240706202,Sat Nov 01 20:49:39 +0000 2014,2014-11-13 01:41:02,http://t.co/0YDVaWevD1
5.29E+017,http://t.co/z0AkqOtXga,240706202,Sat Nov 01 14:42:16 +0000 2014,2014-11-13 01:41:02,http://t.co/z0AkqOtXga
5.28E+017,Per favore condividete......guardate un po' che incivilta'.......rispetto verso portatori di Handycap per favore.... http://t.co/osIrHI8ohY,240706202,Fri Oct 31 09:33:14 +0000 2014,2014-11-13 01:41:02,http://t.co/osIrHI8ohY
5.28E+017,http://t.co/qVU9NXQGsi,240706202,Thu Oct 30 15:49:52 +0000 2014,2014-11-13 01:41:02,http://t.co/qVU9NXQGsi
5.28E+017,http://t.co/iWNCJBtkFI,240706202,Thu Oct 30 11:49:33 +0000 2014,2014-11-13 01:41:02,http://t.co/iWNCJBtkFI
5.28E+017,http://t.co/PQV0IYSYAf,240706202,Wed Oct 29 20:25:18 +0000 2014,2014-11-13 01:41:02,http://t.co/PQV0IYSYAf
5.27E+017,http://t.co/ljkJHM6c9x,240706202,Wed Oct 29 14:45:26 +0000 2014,2014-11-13 01:41:02,http://t.co/ljkJHM6c9x
5.32E+017,RT @Roberto180G: @iinokinji http://t.co/dPLwBFtrr3,260649579,Wed Nov 12 07:39:18 +0000 2014,2014-11-13 02:07:48,http://t.co/dPLwBFtrr3
5.32E+017,RT @Roberto180G: Bitonci Presidente della Repubblica. @Storace @Isabeauqueen @RogerHalsted @UgoGrassi1 @matteosalvinimi @iinokinji http://t…,260649579,Mon Nov 10 13:05:32 +0000 2014,2014-11-13 02:07:48,http://t
5.3E+017,RT @iltrenoromalido: Le bombe d'acqua delle 6 ...non fanno male! http://t.co/g5pcFECZaZ @blaptos @DisinfoATAC @iinokinji @El_Gualle http://…,260649579,Thu Nov 06 15:45:16 +0000 2014,2014-11-13 02:07:48,http://t.co/g5pcFECZaZ
5.3E+017,"RT @lele_dainesi: .@TopTrendIT a parte Gesù, ieri sera tutti gli #hashtag me li sono vissuti ahhh ahhh https://t.co/BLs1j5iCft",260649579,Thu Nov 06 12:06:55 +0000 2014,2014-11-13 02:07:48,https://t.co/BLs1j5iCft
5.33E+017,Pranzo o Cena di Carne per 2 Persone http://t.co/cwyTim1eNs,282659109,Wed Nov 12 22:00:29 +0000 2014,2014-11-13 02:26:50,http://t.co/cwyTim1eNs
5.33E+017,Menù pizza per 2 persone http://t.co/ZldPyHCVb2,282659109,Wed Nov 12 22:00:26 +0000 2014,2014-11-13 02:26:50,http://t.co/ZldPyHCVb2
5.33E+017,Pranzo o Cena di Carne per 2 Persone http://t.co/5yj5VokOI0,282659109,Wed Nov 12 22:00:23 +0000 2014,2014-11-13 02:26:50,http://t.co/5yj5VokOI0
5.33E+017,Soggiorno di 1 Notte con Percorso Benessere e Colazione per 2 Persone http://t.co/0FZh8HzuBe,282659109,Wed Nov 12 22:00:16 +0000 2014,2014-11-13 02:26:50,http://t.co/0FZh8HzuBe
5.33E+017,1 notte per 2 in camera matrimoniale/doppia e prima colazione http://t.co/yrfohKuDuf,282659109,Wed Nov 12 22:00:13 +0000 2014,2014-11-13 02:26:50,http://t.co/yrfohKuDuf
5.33E+017,Menù Pizza per 2 Persone http://t.co/Wnm0uXXv7g,282659109,Wed Nov 12 22:00:11 +0000 2014,2014-11-13 02:26:50,http://t.co/Wnm0uXXv7g
5.33E+017,Per lei: carnet di 3 o 5 pieghe http://t.co/v5im98kAe1,282659109,Wed Nov 12 22:00:09 +0000 2014,2014-11-13 02:26:50,http://t.co/v5im98kAe1
5.33E+017,Menù pizza da asporto a pranzo http://t.co/6nH0JTWKgZ,282659109,Wed Nov 12 20:00:30 +0000 2014,2014-11-13 02:26:50,http://t.co/6nH0JTWKgZ
5.33E+017,Apericena per 2 persone http://t.co/q6fWJeUmMp,282659109,Wed Nov 12 20:00:28 +0000 2014,2014-11-13 02:26:50,http://t.co/q6fWJeUmMp
5.33E+017,Menù pizza da asporto a pranzo http://t.co/ruT3oP43mg,282659109,Wed Nov 12 20:00:25 +0000 2014,2014-11-13 02:26:50,http://t.co/ruT3oP43mg
5.33E+017,1 notte per 2 in camera matrimoniale/doppia e prima colazione http://t.co/Jla2o936oi,282659109,Wed Nov 12 20:00:17 +0000 2014,2014-11-13 02:26:50,http://t.co/Jla2o936oi
5.33E+017,Percorso benessere e massaggio per 1 o 2 persone http://t.co/9jC7pYKCiq,282659109,Wed Nov 12 20:00:13 +0000 2014,2014-11-13 02:26:50,http://t.co/9jC7pYKCiq
5.33E+017,Menù Pizza per 2 Persone http://t.co/oIfCiAsaMw,282659109,Wed Nov 12 20:00:11 +0000 2014,2014-11-13 02:26:50,http://t.co/oIfCiAsaMw
5.33E+017,Menù pizza da asporto a pranzo http://t.co/sm1NLhyvkn,282659109,Wed Nov 12 20:00:09 +0000 2014,2014-11-13 02:26:50,http://t.co/sm1NLhyvkn
5.33E+017,"Per lei: taglio, 2 pieghe, 2 shampoo e 2 trattamenti http://t.co/62RxYh1zTr",282659109,Wed Nov 12 17:00:29 +0000 2014,2014-11-13 02:26:50,http://t.co/62RxYh1zTr
5.33E+017,"Per lei: 2 pieghe, 2 trattamenti, baffetti e sopracciglia http://t.co/McSPl5zIwI",282659109,Wed Nov 12 17:00:27 +0000 2014,2014-11-13 02:26:50,http://t.co/McSPl5zIwI
5.33E+017,"Per lei: taglio, 2 pieghe, 2 shampoo e 2 trattamenti http://t.co/YLtMy1maJe",282659109,Wed Nov 12 17:00:24 +0000 2014,2014-11-13 02:26:50,http://t.co/YLtMy1maJe
5.33E+017,Percorso Benessere e Pranzo Light per 2 Persone http://t.co/6LSwtpFkKB,282659109,Wed Nov 12 17:00:16 +0000 2014,2014-11-13 02:26:50,http://t.co/6LSwtpFkKB
5.33E+017,Check-up per 1 o 2/3 o 4 condizionatori http://t.co/itWNrY1Ise,282659109,Wed Nov 12 17:00:13 +0000 2014,2014-11-13 02:26:50,http://t.co/itWNrY1Ise
5.33E+017,Menù di Pesce per 2 Persone http://t.co/W8fqlLkJoG,282659109,Wed Nov 12 17:00:10 +0000 2014,2014-11-13 02:26:50,http://t.co/W8fqlLkJoG
5.33E+017,"Per lei: taglio, 2 pieghe, 2 shampoo e 2 trattamenti http://t.co/kt6FbBlFM5",282659109,Wed Nov 12 17:00:09 +0000 2014,2014-11-13 02:26:50,http://t.co/kt6FbBlFM5
5.33E+017,Affitto campo di calcio e affitto sala per compleanni http://t.co/0HsMOArTMn,282659109,Wed Nov 12 14:00:30 +0000 2014,2014-11-13 02:26:50,http://t.co/0HsMOArTMn
5.33E+017,1 notte per 2 in camera matrimoniale/doppia e prima colazione http://t.co/LEJ0FsE2MH,282659109,Wed Nov 12 14:00:28 +0000 2014,2014-11-13 02:26:50,http://t.co/LEJ0FsE2MH
5.33E+017,Affitto campo di calcio e affitto sala per compleanni http://t.co/uKlCuLQAq3,282659109,Wed Nov 12 14:00:24 +0000 2014,2014-11-13 02:26:50,http://t.co/uKlCuLQAq3
5.33E+017,Per 2 o 4 persone 1 notte in casa vacanza in camera matrimoniale http://t.co/V1wU04J6Vp,282659109,Wed Nov 12 14:00:18 +0000 2014,2014-11-13 02:26:50,http://t.co/V1wU04J6Vp
5.33E+017,Per 2 o 4 persone 1 notte in casa vacanza in camera matrimoniale http://t.co/5mmMEAxObO,282659109,Wed Nov 12 14:00:13 +0000 2014,2014-11-13 02:26:50,http://t.co/5mmMEAxObO
5.33E+017,Menù Pranzo o Cena per 2 Persone http://t.co/74jz1gMM6B,282659109,Wed Nov 12 14:00:11 +0000 2014,2014-11-13 02:26:50,http://t.co/74jz1gMM6B
5.33E+017,Affitto campo di calcio e affitto sala per compleanni http://t.co/i7ECw5JpAb,282659109,Wed Nov 12 14:00:09 +0000 2014,2014-11-13 02:26:50,http://t.co/i7ECw5JpAb
5.33E+017,"Catania - Alessandro Parrucchiere: Per lei: taglio, 2 pieghe, 2 sha... http://t.co/vQJNMJWPGE",282659109,Wed Nov 12 12:02:51 +0000 2014,2014-11-13 02:26:50,http://t.co/vQJNMJWPGE
5.32E+017,"Pulizia viso della durata di 50 minuti con 5 passaggi,... http://t.co/5k1xz1eshm",282659109,Wed Nov 12 11:00:31 +0000 2014,2014-11-13 02:26:50,http://t.co/5k1xz1eshm
5.32E+017,Per 2 o 4 persone 1 notte in casa vacanza in camera matrimoniale http://t.co/sSSkm5G6zQ,282659109,Wed Nov 12 11:00:29 +0000 2014,2014-11-13 02:26:50,http://t.co/sSSkm5G6zQ
5.32E+017,"Pulizia viso della durata di 50 minuti con 5 passaggi,... http://t.co/u5gNrNihjj",282659109,Wed Nov 12 11:00:25 +0000 2014,2014-11-13 02:26:50,http://t.co/u5gNrNihjj
5.32E+017,Pranzo di Pesce per 2 Persone http://t.co/VqV2sceOJr,282659109,Wed Nov 12 11:00:19 +0000 2014,2014-11-13 02:26:50,http://t.co/VqV2sceOJr
5.32E+017,Romantic escapes a Messina http://t.co/n25UoPm2Ms,282659109,Wed Nov 12 11:00:16 +0000 2014,2014-11-13 02:26:50,http://t.co/n25UoPm2Ms
5.32E+017,3 o 5 Lezioni di Equitazione con Monta alla Inglese http://t.co/2fHpkB9UbP,282659109,Wed Nov 12 11:00:14 +0000 2014,2014-11-13 02:26:50,http://t.co/2fHpkB9UbP
5.32E+017,"Pulizia viso della durata di 50 minuti con 5 passaggi,... http://t.co/UPsQBkl0bX",282659109,Wed Nov 12 11:00:11 +0000 2014,2014-11-13 02:26:50,http://t.co/UPsQBkl0bX
5.32E+017,http://t.co/OzaMLoWlyy,282659109,Wed Nov 12 08:35:51 +0000 2014,2014-11-13 02:26:50,http://t.co/OzaMLoWlyy
5.32E+017,http://t.co/JlV9dEIzuJ,282659109,Wed Nov 12 08:35:16 +0000 2014,2014-11-13 02:26:50,http://t.co/JlV9dEIzuJ
5.32E+017,http://t.co/oW610dqshq,282659109,Wed Nov 12 08:34:52 +0000 2014,2014-11-13 02:26:50,http://t.co/oW610dqshq
5.32E+017,http://t.co/LgGe41Ytwm,282659109,Wed Nov 12 08:22:21 +0000 2014,2014-11-13 02:26:50,http://t.co/LgGe41Ytwm
5.32E+017,brrrrrrrrrrrrr!!meglio ricaricare! ;-)http://t.co/8M7KKcpo16,282659109,Wed Nov 12 08:19:30 +0000 2014,2014-11-13 02:26:50,http://t.co/8M7KKcpo16
5.32E+017,indispensabile!http://t.co/rNMTOZ4T6f,282659109,Wed Nov 12 08:18:29 +0000 2014,2014-11-13 02:26:50,http://t.co/rNMTOZ4T6f
5.32E+017,http://t.co/BRsbfLvXoc,282659109,Wed Nov 12 08:16:21 +0000 2014,2014-11-13 02:26:50,http://t.co/BRsbfLvXoc
5.32E+017,http://t.co/XMIL2BtIyg8 euro ... :-),282659109,Wed Nov 12 08:15:32 +0000 2014,2014-11-13 02:26:50,http://t.co/XMIL2BtIyg8
5.32E+017,"Per due persone: una cena, un pernotto e una colazione http://t.co/nVSgqOSTYR",282659109,Wed Nov 12 08:00:30 +0000 2014,2014-11-13 02:26:50,http://t.co/nVSgqOSTYR
5.32E+017,50 capsule ese da 44 mm in carta e 15 cucchiaini di biscotto http://t.co/lXHbaLm6FK,282659109,Wed Nov 12 08:00:28 +0000 2014,2014-11-13 02:26:50,http://t.co/lXHbaLm6FK
5.32E+017,"Per due persone: una cena, un pernotto e una colazione http://t.co/i6BljzRvQ9",282659109,Wed Nov 12 08:00:25 +0000 2014,2014-11-13 02:26:50,http://t.co/i6BljzRvQ9
5.32E+017,Pranzo o Cena di Carne per 2 Persone http://t.co/uJLMa92foY,282659109,Wed Nov 12 08:00:19 +0000 2014,2014-11-13 02:26:50,http://t.co/uJLMa92foY
5.32E+017,Check-up caldaia con rilascio modulo G E http://t.co/42RGHkPKVW,282659109,Wed Nov 12 08:00:14 +0000 2014,2014-11-13 02:26:50,http://t.co/42RGHkPKVW
5.32E+017,Gita a Cavallo di Coppia con Colazione o Aperitivo http://t.co/5wMGifofpk,282659109,Wed Nov 12 08:00:12 +0000 2014,2014-11-13 02:26:50,http://t.co/5wMGifofpk
5.32E+017,"Per due persone: una cena, un pernotto e una colazione http://t.co/danE5OPCow",282659109,Wed Nov 12 08:00:10 +0000 2014,2014-11-13 02:26:50,http://t.co/danE5OPCow
5.32E+017,sempre il più conveniente!:-)http://t.co/MzsWoUYwnu,282659109,Wed Nov 12 07:59:49 +0000 2014,2014-11-13 02:26:50,http://t.co/MzsWoUYwnu
5.32E+017,ARTE PARRUCCHIERI CENTRO ESTETICO E' INSUPERABILE!LE SUE OFFERTE SONO LA TUA BELLEZZA!SCEGLI LA... http://t.co/BUbpsH36ec,282659109,Wed Nov 12 07:56:11 +0000 2014,2014-11-13 02:26:50,http://t.co/BUbpsH36ec
5.32E+017,http://t.co/o53ImM2W1Z http://t.co/Kiz24IV0gW,282659109,Wed Nov 12 07:48:40 +0000 2014,2014-11-13 02:26:50,http://t.co/o53ImM2W1Z;http://t.co/Kiz24IV0gW
5.32E+017,romantico.....http://t.co/iDJVMbcu2O,282659109,Wed Nov 12 07:47:37 +0000 2014,2014-11-13 02:26:50,http://t.co/iDJVMbcu2O
5.32E+017,perchè rinunciare?? :-)http://t.co/Na2lO57xKr http://t.co/kT32RkhWrS,282659109,Wed Nov 12 07:43:16 +0000 2014,2014-11-13 02:26:50,http://t.co/Na2lO57xKr;http://t.co/kT32RkhWrS
5.32E+017,http://t.co/lHEUn4Tisc10 sedute soltanto 25 euro..... in... http://t.co/XgYd6Txvsp,282659109,Wed Nov 12 07:41:04 +0000 2014,2014-11-13 02:26:50,http://t.co/lHEUn4Tisc10;http://t.co/XgYd6Txvsp
5.32E+017,http://t.co/YXfbHfvCWd,282659109,Wed Nov 12 07:39:10 +0000 2014,2014-11-13 02:26:50,http://t.co/YXfbHfvCWd
5.32E+017,"raffinato,professionale,completo.........vero benessere! http://t.co/mrNqB8sIzT",282659109,Wed Nov 12 07:38:04 +0000 2014,2014-11-13 02:26:50,http://t.co/mrNqB8sIzT
5.32E+017,professionalità ed eccellenza prestigioso da scegliere o eccezionale idea regalo! http://t.co/0BMKqDi3H4,282659109,Wed Nov 12 07:32:43 +0000 2014,2014-11-13 02:26:50,http://t.co/0BMKqDi3H4
5.32E+017,http://t.co/eFuyQBGA7P http://t.co/ys65YsMYAN,282659109,Wed Nov 12 07:29:33 +0000 2014,2014-11-13 02:26:50,http://t.co/eFuyQBGA7P;http://t.co/ys65YsMYAN
5.32E+017,3 successi!http://t.co/f6gWL3t3OX... http://t.co/2BIf2TMCDb,282659109,Wed Nov 12 07:28:33 +0000 2014,2014-11-13 02:26:50,http://t.co/f6gWL3t3OX...;http://t.co/2BIf2TMCDb
5.32E+017,per voi il progetto anti crisi! :-);-) professionalità indiscussa!http://t.co/NVwlrGldQs,282659109,Wed Nov 12 07:23:16 +0000 2014,2014-11-13 02:26:50,http://t.co/NVwlrGldQs
5.32E+017,a Catania 10 euro.......... &lt;3 http://t.co/C43w1wK5nL,282659109,Wed Nov 12 07:18:39 +0000 2014,2014-11-13 02:26:50,http://t.co/C43w1wK5nL
5.32E+017,a Catania 8 euro &lt;3 http://t.co/3DjC5Pw9sM,282659109,Wed Nov 12 07:17:54 +0000 2014,2014-11-13 02:26:50,http://t.co/3DjC5Pw9sM
5.32E+017,assolutamente inimitabile! :-)http://t.co/CnK1oHzN35,282659109,Wed Nov 12 07:15:25 +0000 2014,2014-11-13 02:26:50,http://t.co/CnK1oHzN35
5.32E+017,Catania - Raciti - Pizzeria d'Asporto e Tavola Calda: Menù pizza d... http://t.co/dbjECudZP1,282659109,Wed Nov 12 07:13:58 +0000 2014,2014-11-13 02:26:50,http://t.co/dbjECudZP1
5.32E+017,prenota adesso!:-) ultime disponibilità !!http://t.co/EZ869O3Vik,282659109,Wed Nov 12 07:12:02 +0000 2014,2014-11-13 02:26:50,http://t.co/EZ869O3Vik
5.32E+017,http://t.co/8h8JosHH6e,282659109,Wed Nov 12 07:11:53 +0000 2014,2014-11-13 02:26:50,http://t.co/8h8JosHH6e
5.32E+017,in scadenza! grande successo!&lt;3 &lt;3 http://t.co/x6ZotWPfmn,282659109,Wed Nov 12 07:09:56 +0000 2014,2014-11-13 02:26:50,http://t.co/x6ZotWPfmn
5.32E+017,per chi ama il gusto sfizioso e illimitato..... ;-)http://t.co/XVWPxntQTE,282659109,Wed Nov 12 07:08:09 +0000 2014,2014-11-13 02:26:50,http://t.co/XVWPxntQTE
5.32E+017,sempre eccezionale! &lt;3prenota in tempo! http://t.co/QQTUVhV2yW,282659109,Wed Nov 12 07:05:41 +0000 2014,2014-11-13 02:26:50,http://t.co/QQTUVhV2yW
5.32E+017,buona colazione!!!! :-)http://t.co/uH005qpYad http://t.co/kpWcbN9GuA,282659109,Wed Nov 12 07:03:31 +0000 2014,2014-11-13 02:26:50,http://t.co/uH005qpYad;http://t.co/kpWcbN9GuA
5.32E+017,richiestissimo! :-)http://t.co/pjj992OQsW,282659109,Wed Nov 12 07:02:14 +0000 2014,2014-11-13 02:26:50,http://t.co/pjj992OQsW
5.32E+017,deliziosa!!! :-)http://t.co/BOuE5afgC2,282659109,Wed Nov 12 07:01:05 +0000 2014,2014-11-13 02:26:50,http://t.co/BOuE5afgC2
5.32E+017,;-)http://t.co/PDKxvkmSj4,282659109,Wed Nov 12 07:00:02 +0000 2014,2014-11-13 02:26:50,http://t.co/PDKxvkmSj4
5.32E+017,:-)http://t.co/zzxUVMEWnl,282659109,Wed Nov 12 06:58:34 +0000 2014,2014-11-13 02:26:50,http://t.co/zzxUVMEWnl
5.32E+017,Carnet di 5 trattamenti total body per uomo/donna con massaggio http://t.co/ggtCiyXJof,282659109,Tue Nov 11 22:00:36 +0000 2014,2014-11-13 02:26:50,http://t.co/ggtCiyXJof
5.32E+017,"Per 2 persone: 2 crepes salate, acqua e 2 crepes dolci http://t.co/IVB5T2Z70O",282659109,Tue Nov 11 22:00:34 +0000 2014,2014-11-13 02:26:50,http://t.co/IVB5T2Z70O
