id,text,user_id,created_at,url
5.31E+017,Survivor - Eye Of The Tiger http://t.co/ZaRJEARhas,24858289,Fri Nov 07 20:25:23 +0000 2014,http://t.co/ZaRJEARhas
5.31E+017,Le 10 cose che non sai sui baci | Beezer http://t.co/8yIpetCU3Q,24858289,Fri Nov 07 19:24:42 +0000 2014,http://t.co/8yIpetCU3Q
5.31E+017,http://t.co/vX1A4i5frk,24858289,Fri Nov 07 19:15:14 +0000 2014,http://t.co/vX1A4i5frk
5.31E+017,Minestra di ceci castagne e baccala http://t.co/RbhGlv9DKM,24858289,Fri Nov 07 12:04:04 +0000 2014,http://t.co/RbhGlv9DKM
5.31E+017,http://t.co/kOH7cMlemQ,24858289,Fri Nov 07 12:03:25 +0000 2014,http://t.co/kOH7cMlemQ
5.31E+017,Ho pubblicato una nuova foto su Facebook http://t.co/rkTQFkNBw5,24858289,Fri Nov 07 07:11:59 +0000 2014,http://t.co/rkTQFkNBw5
5.3E+017,Vasco Rossi -Siamo Solo Noi - musicadeglianni80 http://t.co/Oxdc6j83s8,24858289,Thu Nov 06 20:29:19 +0000 2014,http://t.co/Oxdc6j83s8
5.3E+017,Pierangelo Bertoli Fiorella Mannoia Pescatore http://t.co/bECH8EDhqw,24858289,Thu Nov 06 20:22:37 +0000 2014,http://t.co/bECH8EDhqw
5.3E+017,Secondi piatti: polpette di baccalà e patate http://t.co/fycwKpwSDq,24858289,Thu Nov 06 18:13:22 +0000 2014,http://t.co/fycwKpwSDq
5.3E+017,http://t.co/L4xovkHuTX,24858289,Thu Nov 06 12:07:34 +0000 2014,http://t.co/L4xovkHuTX
5.3E+017,Tiziana Rivale - Sarà quel che sarà - musicadeglianni80 http://t.co/cmJRnIfGxR,24858289,Wed Nov 05 12:15:34 +0000 2014,http://t.co/cmJRnIfGxR
5.3E+017,http://t.co/5k2k89dKps,24858289,Wed Nov 05 12:09:14 +0000 2014,http://t.co/5k2k89dKps
5.29E+017,Un mare di salute http://t.co/BxF1oLOLK5,24858289,Mon Nov 03 19:45:03 +0000 2014,http://t.co/BxF1oLOLK5
5.29E+017,http://t.co/kwjJI4hWYj,24858289,Mon Nov 03 19:42:55 +0000 2014,http://t.co/kwjJI4hWYj
5.29E+017,E tu come stai? Claudio Baglioni 01 Novembre 2014 http://t.co/yMw4dHp5nf,24858289,Mon Nov 03 19:36:55 +0000 2014,http://t.co/yMw4dHp5nf
5.29E+017,Comanchero MoonRay Video Clip 1984 (MCM) http://t.co/00lLANTFHZ,24858289,Mon Nov 03 19:36:49 +0000 2014,http://t.co/00lLANTFHZ
5.29E+017,Tanta voglia di lei i Pooh - 1971 http://t.co/qkYCChbR52,24858289,Mon Nov 03 19:29:23 +0000 2014,http://t.co/qkYCChbR52
5.29E+017,http://t.co/KWAIZYWh6G,24858289,Mon Nov 03 06:03:22 +0000 2014,http://t.co/KWAIZYWh6G
5.29E+017,Culture Club ~ Do You Really Want to Hurt Me (HQ) http://t.co/p7bzd01KOv,24858289,Sun Nov 02 19:33:54 +0000 2014,http://t.co/p7bzd01KOv
5.29E+017,Ho pubblicato una nuova foto su Facebook http://t.co/AQfqgjeDqf,24858289,Sun Nov 02 11:02:24 +0000 2014,http://t.co/AQfqgjeDqf
5.29E+017,Ho pubblicato una nuova foto su Facebook http://t.co/fOTDyEctTr,24858289,Sun Nov 02 10:46:39 +0000 2014,http://t.co/fOTDyEctTr
5.29E+017,Nikita - Elton John http://t.co/fMto231Iil,24858289,Sun Nov 02 09:33:46 +0000 2014,http://t.co/fMto231Iil
5.29E+017,http://t.co/9EGYffMv81,24858289,Sun Nov 02 09:23:27 +0000 2014,http://t.co/9EGYffMv81
5.29E+017,Ho pubblicato una nuova foto su Facebook http://t.co/jZtkZcoPO4,24858289,Sun Nov 02 09:00:26 +0000 2014,http://t.co/jZtkZcoPO4
5.29E+017,Ho pubblicato una nuova foto su Facebook http://t.co/3u5KHEFx8g,24858289,Sun Nov 02 08:58:54 +0000 2014,http://t.co/3u5KHEFx8g
5.29E+017,http://t.co/tc4OFD3JEj,24858289,Sat Nov 01 21:43:50 +0000 2014,http://t.co/tc4OFD3JEj
5.29E+017,Ho pubblicato una nuova foto su Facebook http://t.co/fL7wvY6kpj,24858289,Sat Nov 01 18:15:57 +0000 2014,http://t.co/fL7wvY6kpj
5.28E+017,http://t.co/bq0nvzO5Gs,24858289,Sat Nov 01 07:21:59 +0000 2014,http://t.co/bq0nvzO5Gs
5.28E+017,http://t.co/ZBFVHsOnb5,24858289,Fri Oct 31 19:02:23 +0000 2014,http://t.co/ZBFVHsOnb5
5.28E+017,http://t.co/naHBPhI56s,24858289,Thu Oct 30 22:20:27 +0000 2014,http://t.co/naHBPhI56s
5.28E+017,http://t.co/EdLL4KqFTS,24858289,Thu Oct 30 22:16:21 +0000 2014,http://t.co/EdLL4KqFTS
5.28E+017,Umberto Tozzi - Notte rosa 1981 http://t.co/5n9NOs2xX2,24858289,Wed Oct 29 17:15:34 +0000 2014,http://t.co/5n9NOs2xX2
5.28E+017,Vasco Rossi - Lunedì http://t.co/6e3KxOzuM3,24858289,Wed Oct 29 17:15:15 +0000 2014,http://t.co/6e3KxOzuM3
5.27E+017,http://t.co/G406OAcK2j,24858289,Wed Oct 29 12:28:10 +0000 2014,http://t.co/G406OAcK2j
5.27E+017,"La Bionda - One for you, one for me 1978 http://t.co/IKnWRhG00y",24858289,Tue Oct 28 19:46:41 +0000 2014,http://t.co/IKnWRhG00y
5.27E+017,Rocco Roselli ... Neanche a farlo apposta .... http://t.co/xeIxAtCiJy,24858289,Tue Oct 28 19:44:13 +0000 2014,http://t.co/xeIxAtCiJy
5.27E+017,http://t.co/D5j3IAq8ly,24858289,Tue Oct 28 19:42:52 +0000 2014,http://t.co/D5j3IAq8ly
5.27E+017,http://t.co/s4lcBQPniJ,24858289,Tue Oct 28 17:39:39 +0000 2014,http://t.co/s4lcBQPniJ
5.27E+017,Ho pubblicato una nuova foto su Facebook http://t.co/wwdLFGbbvB,24858289,Tue Oct 28 12:29:00 +0000 2014,http://t.co/wwdLFGbbvB
5.27E+017,Ho pubblicato una nuova foto su Facebook http://t.co/e3bU9uZzU8,24858289,Tue Oct 28 12:26:37 +0000 2014,http://t.co/e3bU9uZzU8
5.26E+017,http://t.co/TUtQxynjBz,24858289,Sun Oct 26 09:24:00 +0000 2014,http://t.co/TUtQxynjBz
5.26E+017,Stefania Rotolo - Disco Tic http://t.co/9dHVvwJHP7,24858289,Sun Oct 26 08:56:10 +0000 2014,http://t.co/9dHVvwJHP7
5.26E+017,Gianna Nannini - I Maschi (1987) http://t.co/MbJH2Fhnwn,24858289,Sat Oct 25 20:21:12 +0000 2014,http://t.co/MbJH2Fhnwn
5.26E+017,Ho pubblicato una nuova foto su Facebook http://t.co/o498t4gevT,24858289,Sat Oct 25 12:25:56 +0000 2014,http://t.co/o498t4gevT
5.26E+017,"Antonello Venditti ""Giulio Cesare"" (Live) http://t.co/z61gif1QEr",24858289,Sat Oct 25 04:59:51 +0000 2014,http://t.co/z61gif1QEr
5.26E+017,http://t.co/rpWK013yPl,24858289,Sat Oct 25 04:58:26 +0000 2014,http://t.co/rpWK013yPl
5.26E+017,http://t.co/JAR7nGWMIy,24858289,Fri Oct 24 19:59:56 +0000 2014,http://t.co/JAR7nGWMIy
5.26E+017,Europe - The Final Countdown (Official Video) http://t.co/81ms0wT9dF,24858289,Fri Oct 24 19:54:48 +0000 2014,http://t.co/81ms0wT9dF
5.25E+017,http://t.co/vXJfsHEY0s,24858289,Thu Oct 23 18:30:31 +0000 2014,http://t.co/vXJfsHEY0s
5.25E+017,http://t.co/yTrQLEFO3i,24858289,Thu Oct 23 17:46:41 +0000 2014,http://t.co/yTrQLEFO3i
5.25E+017,http://t.co/q4VEVrd0KO,24858289,Thu Oct 23 17:44:58 +0000 2014,http://t.co/q4VEVrd0KO
5.25E+017,http://t.co/otXP6lbRLi,24858289,Thu Oct 23 17:36:51 +0000 2014,http://t.co/otXP6lbRLi
5.25E+017,Alphaville - Forever Young ~Official Video http://t.co/QyIn3mQLJj,24858289,Thu Oct 23 17:34:26 +0000 2014,http://t.co/QyIn3mQLJj
5.25E+017,http://t.co/0rykmRbSBH,24858289,Thu Oct 23 05:20:35 +0000 2014,http://t.co/0rykmRbSBH
5.25E+017,http://t.co/DafczY5BsR,24858289,Thu Oct 23 05:19:15 +0000 2014,http://t.co/DafczY5BsR
5.25E+017,http://t.co/dBchz4oFVa,24858289,Wed Oct 22 20:55:51 +0000 2014,http://t.co/dBchz4oFVa
5.25E+017,E le altre 29 ? http://t.co/FyBcIWltLB,24858289,Wed Oct 22 19:36:13 +0000 2014,http://t.co/FyBcIWltLB
5.25E+017,http://t.co/l8r8dpVcBz,24858289,Wed Oct 22 19:08:08 +0000 2014,http://t.co/l8r8dpVcBz
5.25E+017,http://t.co/0LeLnjRiMv,24858289,Wed Oct 22 18:18:54 +0000 2014,http://t.co/0LeLnjRiMv
5.25E+017,Alphaville- Big In Japan - Legendado PTBR - HQ http://t.co/tVHc3IiEjA,24858289,Wed Oct 22 18:17:32 +0000 2014,http://t.co/tVHc3IiEjA
5.25E+017,Polaroid Cube - Full Review with Sample Clips http://t.co/40SkJCljX8,24858289,Tue Oct 21 18:42:55 +0000 2014,http://t.co/40SkJCljX8
5.25E+017,Lio - Amoureux Solitaires (HQ audio) http://t.co/yO9pPKWIMZ,24858289,Tue Oct 21 18:42:26 +0000 2014,http://t.co/yO9pPKWIMZ
5.25E+017,"Addio Lilli Carati, icona sexy degli anni 70. Lino Banfi: ""Bambola di velluto"" - Cinema http://t.co/9mmBDXHnZS",24858289,Tue Oct 21 18:39:34 +0000 2014,http://t.co/9mmBDXHnZS
5.25E+017,"“Pugnettista” di professione, boom di assunzioni in Cina http://t.co/Mazsc80tMT",24858289,Tue Oct 21 18:14:21 +0000 2014,http://t.co/Mazsc80tMT
5.25E+017,http://t.co/HKdfjJ7yuC,24858289,Tue Oct 21 18:08:12 +0000 2014,http://t.co/HKdfjJ7yuC
5.24E+017,Paradise - Phoebe Cates (1982 full song) http://t.co/4MxTVp3gzh,24858289,Tue Oct 21 05:00:04 +0000 2014,http://t.co/4MxTVp3gzh
5.24E+017,Deccan Lambretta Club - Pune http://t.co/s9sODU9Kax,24858289,Mon Oct 20 19:50:35 +0000 2014,http://t.co/s9sODU9Kax
5.24E+017,"Segnalato traffico su Via Risorgimento. il mio umore: arrabbiato, http://t.co/Ar3u9I7ifu usando @waze - Social GPS.",24858289,Mon Oct 20 05:46:54 +0000 2014,http://t.co/Ar3u9I7ifu
5.24E+017,http://t.co/vtGGbyHNRK,24858289,Sun Oct 19 20:17:28 +0000 2014,http://t.co/vtGGbyHNRK
5.24E+017,80's - Imagination - Just an Illusion 1982 http://t.co/dZWsW9LhgW,24858289,Sun Oct 19 20:15:57 +0000 2014,http://t.co/dZWsW9LhgW
5.24E+017,Ph.D - I Won't Let You Down http://t.co/Pg8j0vvSAt,24858289,Sun Oct 19 20:00:30 +0000 2014,http://t.co/Pg8j0vvSAt
5.24E+017,http://t.co/9z8C6AZRet,24858289,Sun Oct 19 17:33:02 +0000 2014,http://t.co/9z8C6AZRet
5.24E+017,Ho pubblicato una nuova foto su Facebook http://t.co/PfxbfSzlxL,24858289,Sat Oct 18 19:38:39 +0000 2014,http://t.co/PfxbfSzlxL
5.24E+017,http://t.co/PUiBYuOTby,24858289,Sat Oct 18 19:01:17 +0000 2014,http://t.co/PUiBYuOTby
5.24E+017,http://t.co/p8UdH3JU8l,24858289,Sat Oct 18 19:00:46 +0000 2014,http://t.co/p8UdH3JU8l
5.24E+017,Madonna - True Blue [Official Video] http://t.co/FrnNQgQj2Z,24858289,Sat Oct 18 17:47:01 +0000 2014,http://t.co/FrnNQgQj2Z
5.24E+017,Rino Gaetano - Nun Te Reggae Piu'(Video Originale) http://t.co/zfp44zG3NH,24858289,Sat Oct 18 17:46:21 +0000 2014,http://t.co/zfp44zG3NH
5.24E+017,http://t.co/cVrF6GIe1c,24858289,Sat Oct 18 17:17:08 +0000 2014,http://t.co/cVrF6GIe1c
5.23E+017,http://t.co/mG96imIFzT,24858289,Sat Oct 18 07:59:30 +0000 2014,http://t.co/mG96imIFzT
5.23E+017,http://t.co/Ze3V4AT6Rp,24858289,Fri Oct 17 20:02:00 +0000 2014,http://t.co/Ze3V4AT6Rp
5.23E+017,http://t.co/24CPmmvKVo,24858289,Fri Oct 17 19:55:13 +0000 2014,http://t.co/24CPmmvKVo
5.23E+017,http://t.co/DpVAHCHn6O,24858289,Thu Oct 16 20:25:35 +0000 2014,http://t.co/DpVAHCHn6O
5.22E+017,http://t.co/rc4qZ2QkrR,24858289,Wed Oct 15 18:35:19 +0000 2014,http://t.co/rc4qZ2QkrR
5.22E+017,Andrea Basile ... http://t.co/EklwgwgSAl,24858289,Wed Oct 15 18:10:33 +0000 2014,http://t.co/EklwgwgSAl
5.22E+017,Ho pubblicato una nuova foto su Facebook http://t.co/lndXo0Avqx,24858289,Wed Oct 15 18:09:35 +0000 2014,http://t.co/lndXo0Avqx
5.22E+017,http://t.co/CoQyaR4t1Q,24858289,Wed Oct 15 18:03:54 +0000 2014,http://t.co/CoQyaR4t1Q
5.22E+017,http://t.co/3zpcXp27gW,24858289,Wed Oct 15 18:03:35 +0000 2014,http://t.co/3zpcXp27gW
5.22E+017,http://t.co/iDbXkMGkZD,24858289,Wed Oct 15 18:02:38 +0000 2014,http://t.co/iDbXkMGkZD
5.22E+017,Vasco Rossi - Dimentichiamoci questa città http://t.co/0xJOajDOin,24858289,Wed Oct 15 18:02:02 +0000 2014,http://t.co/0xJOajDOin
5.22E+017,What is image stabilisation? A simple layman's guide | Digital Camera World http://t.co/59WyapE79D,24858289,Tue Oct 14 18:17:10 +0000 2014,http://t.co/59WyapE79D
5.22E+017,http://t.co/4kmkuP0G7F,24858289,Tue Oct 14 18:16:56 +0000 2014,http://t.co/4kmkuP0G7F
5.22E+017,http://t.co/m3JDlzB3S9,24858289,Tue Oct 14 18:07:59 +0000 2014,http://t.co/m3JDlzB3S9
5.22E+017,http://t.co/2a2eHPqWlD,24858289,Tue Oct 14 18:07:37 +0000 2014,http://t.co/2a2eHPqWlD
5.22E+017,http://t.co/1Yd2uc43GM,24858289,Tue Oct 14 18:07:23 +0000 2014,http://t.co/1Yd2uc43GM
5.22E+017,http://t.co/XuBBwe5Hmz,24858289,Tue Oct 14 10:27:18 +0000 2014,http://t.co/XuBBwe5Hmz
5.22E+017,http://t.co/5pd8GPxVeW,24858289,Mon Oct 13 04:59:32 +0000 2014,http://t.co/5pd8GPxVeW
5.21E+017,Ho pubblicato una nuova foto su Facebook http://t.co/vVdTUeNG53,24858289,Sun Oct 12 09:34:44 +0000 2014,http://t.co/vVdTUeNG53
5.21E+017,http://t.co/hsq6y13nvK,24858289,Sun Oct 12 07:57:22 +0000 2014,http://t.co/hsq6y13nvK
5.21E+017,Confermo !!! http://t.co/wP8EVZnIJH,24858289,Sun Oct 12 07:52:11 +0000 2014,http://t.co/wP8EVZnIJH
5.21E+017,http://t.co/0pbJX3wn8y,24858289,Sat Oct 11 21:06:37 +0000 2014,http://t.co/0pbJX3wn8y
5.21E+017,http://t.co/UNOHEAfLYS,24858289,Sat Oct 11 21:03:23 +0000 2014,http://t.co/UNOHEAfLYS
5.21E+017,http://t.co/B24EsABU0a,24858289,Sat Oct 11 20:58:02 +0000 2014,http://t.co/B24EsABU0a
5.21E+017,Ho pubblicato una nuova foto su Facebook http://t.co/cvcqChPN5l,24858289,Sat Oct 11 16:29:19 +0000 2014,http://t.co/cvcqChPN5l
5.21E+017,Wham! - Wake Me Up Before You Go-Go http://t.co/ZuQFPtLmdZ,24858289,Sat Oct 11 15:35:39 +0000 2014,http://t.co/ZuQFPtLmdZ
5.21E+017,Vasco Rossi-Bollicine http://t.co/3zFWoYo8UC,24858289,Sat Oct 11 15:26:47 +0000 2014,http://t.co/3zFWoYo8UC
5.21E+017,http://t.co/bvpBUCu3WG,24858289,Sat Oct 11 10:38:02 +0000 2014,http://t.co/bvpBUCu3WG
5.21E+017,http://t.co/4aZKUG1BiS,24858289,Fri Oct 10 18:28:18 +0000 2014,http://t.co/4aZKUG1BiS
5.21E+017,http://t.co/bXqHchuVHI,24858289,Fri Oct 10 18:15:48 +0000 2014,http://t.co/bXqHchuVHI
5.21E+017,http://t.co/LHdlxQ93Xt,24858289,Fri Oct 10 18:12:20 +0000 2014,http://t.co/LHdlxQ93Xt
5.21E+017,http://t.co/wZG0dhZ8l2,24858289,Fri Oct 10 18:06:43 +0000 2014,http://t.co/wZG0dhZ8l2
5.2E+017,Ho pubblicato una nuova foto su Facebook http://t.co/q2T0X9uGQr,24858289,Thu Oct 09 19:35:42 +0000 2014,http://t.co/q2T0X9uGQr
5.2E+017,http://t.co/gjuLYOEPQ2,24858289,Thu Oct 09 19:32:39 +0000 2014,http://t.co/gjuLYOEPQ2
5.2E+017,http://t.co/b3ZdxH6Qby,24858289,Thu Oct 09 19:28:22 +0000 2014,http://t.co/b3ZdxH6Qby
5.2E+017,http://t.co/XiM4T4aOou,24858289,Thu Oct 09 18:53:55 +0000 2014,http://t.co/XiM4T4aOou
5.2E+017,http://t.co/WYOWHg77cd,24858289,Thu Oct 09 18:51:01 +0000 2014,http://t.co/WYOWHg77cd
5.2E+017,Vasco Rossi - E dimmi che non vuoi morire http://t.co/2kMD4pgAYC,24858289,Thu Oct 09 18:46:59 +0000 2014,http://t.co/2kMD4pgAYC
5.2E+017,Ho pubblicato una nuova foto su Facebook http://t.co/xaqY3GeGLy,24858289,Thu Oct 09 18:12:36 +0000 2014,http://t.co/xaqY3GeGLy
5.2E+017,"Segnalato traffico su Via Valsugana, Curtarolo. il mio umore: arrabbiato, http://t.co/eFhIvrRnV1 usando @waze - Social GPS.",24858289,Thu Oct 09 17:19:38 +0000 2014,http://t.co/eFhIvrRnV1
5.2E+017,http://t.co/DawcvQ8yii,24858289,Thu Oct 09 15:54:50 +0000 2014,http://t.co/DawcvQ8yii
5.2E+017,http://t.co/ahxYFo6Klj,24858289,Wed Oct 08 19:56:03 +0000 2014,http://t.co/ahxYFo6Klj
5.2E+017,RINO GAETANO: AHI MARIA [1979] http://t.co/N0WqfAR9Ok,24858289,Wed Oct 08 18:42:22 +0000 2014,http://t.co/N0WqfAR9Ok
5.2E+017,U2 - With Or Without You http://t.co/e9XrmFQiXF,24858289,Wed Oct 08 18:42:11 +0000 2014,http://t.co/e9XrmFQiXF
5.2E+017,Ristorante Pizzeria Già Che Ci Sei http://t.co/3MmQBTUOCI,24858289,Wed Oct 08 17:18:46 +0000 2014,http://t.co/3MmQBTUOCI
5.2E+017,Vasco Rossi - Non Basta Niente http://t.co/gGGCTD8nT7,24858289,Wed Oct 08 16:43:49 +0000 2014,http://t.co/gGGCTD8nT7
5.2E+017,Ho pubblicato una nuova foto su Facebook http://t.co/4Hzb5F2SAI,24858289,Wed Oct 08 05:28:21 +0000 2014,http://t.co/4Hzb5F2SAI
5.2E+017,ATTENZIONE: La nostra porta blindata non e piu sicura! Guarda il trucco (VIDEO) http://t.co/URspvm3Kw3,24858289,Tue Oct 07 20:34:00 +0000 2014,http://t.co/URspvm3Kw3
5.2E+017,Claudio Baglioni-Notte di Note Note di Notte http://t.co/oRIAHKRxRA,24858289,Tue Oct 07 20:13:56 +0000 2014,http://t.co/oRIAHKRxRA
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/oDTBA8ACTj,24858289,Tue Oct 07 11:31:37 +0000 2014,http://t.co/oDTBA8ACTj
5.19E+017,Vasco Rossi - Liberi Liberi http://t.co/PXK3B6nF7L,24858289,Tue Oct 07 08:45:36 +0000 2014,http://t.co/PXK3B6nF7L
5.19E+017,http://t.co/56hqJBOBDY,24858289,Tue Oct 07 08:43:27 +0000 2014,http://t.co/56hqJBOBDY
5.19E+017,Bee Gees - Tragedy http://t.co/vb7thqCDTk,24858289,Mon Oct 06 18:05:05 +0000 2014,http://t.co/vb7thqCDTk
5.19E+017,Vasco Rossi - Albachiara http://t.co/3bc4YW0FCP,24858289,Mon Oct 06 18:03:10 +0000 2014,http://t.co/3bc4YW0FCP
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/3oXIxO9G5r,24858289,Mon Oct 06 06:20:06 +0000 2014,http://t.co/3oXIxO9G5r
5.19E+017,"Segnalato traffico su SR47 direzione A4, Albignasego. il mio umore: arrabbiato, http://t.co/K8vcdAwNDb usando @waze - Social GPS.",24858289,Mon Oct 06 05:47:52 +0000 2014,http://t.co/K8vcdAwNDb
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/nLy97lHMk5,24858289,Sun Oct 05 15:34:08 +0000 2014,http://t.co/nLy97lHMk5
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/C7EXh5OmQI,24858289,Sun Oct 05 13:13:42 +0000 2014,http://t.co/C7EXh5OmQI
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/dRpQXPdqk5,24858289,Sun Oct 05 13:13:19 +0000 2014,http://t.co/dRpQXPdqk5
5.19E+017,Ho pubblicato una nuova foto su Facebook http://t.co/YDrPJ3gE1W,24858289,Sun Oct 05 09:38:26 +0000 2014,http://t.co/YDrPJ3gE1W
5.19E+017,BUONGIORNO ANCHE A TE - Loredana Bertè http://t.co/3mQWsNXnzE,24858289,Sun Oct 05 09:13:49 +0000 2014,http://t.co/3mQWsNXnzE
5.19E+017,BUONGIORNO ANCHE A TE - Loredana Bertè http://t.co/cEXuWP23ie,24858289,Sun Oct 05 09:13:37 +0000 2014,http://t.co/cEXuWP23ie
5.19E+017,Sunshine reggae - Laid Back http://t.co/xR3OP3KHFu,24858289,Sun Oct 05 07:12:20 +0000 2014,http://t.co/xR3OP3KHFu
5.19E+017,http://t.co/nxznQvpVAE,24858289,Sun Oct 05 07:00:55 +0000 2014,http://t.co/nxznQvpVAE
5.19E+017,The Alan Parsons Project- Eye in the Sky http://t.co/hyyKBc3jRf,24858289,Sun Oct 05 06:55:44 +0000 2014,http://t.co/hyyKBc3jRf
5.19E+017,http://t.co/iikYo5reFb,24858289,Sat Oct 04 21:34:44 +0000 2014,http://t.co/iikYo5reFb
5.19E+017,http://t.co/HfYvE5uxqU,24858289,Sat Oct 04 21:34:15 +0000 2014,http://t.co/HfYvE5uxqU
5.18E+017,A Cute Camera That Could Revive the Polaroid Brand | WIRED http://t.co/dm2qyuxMM1,24858289,Sat Oct 04 10:23:57 +0000 2014,http://t.co/dm2qyuxMM1
5.18E+017,Ho pubblicato una nuova foto su Facebook http://t.co/zbMKjKKjAH,24858289,Sat Oct 04 05:15:10 +0000 2014,http://t.co/zbMKjKKjAH
5.18E+017,Pooh - Come saremo (Official video) http://t.co/sVBGOo4MND,24858289,Fri Oct 03 18:41:16 +0000 2014,http://t.co/sVBGOo4MND
5.18E+017,Copri water morbido !!! http://t.co/Z0OwhR4RAo,24858289,Fri Oct 03 16:31:50 +0000 2014,http://t.co/Z0OwhR4RAo
5.18E+017,Copri water col peo !!!! http://t.co/OgoHJMuEjK,24858289,Fri Oct 03 16:28:48 +0000 2014,http://t.co/OgoHJMuEjK
5.18E+017,"Il Video Che Ha Fatto Arrabbiare L’Apple, Dei Ragazzini Piegano Tutti Gli iPhone 6 Di Un Apple... http://t.co/RnQ3RheMzm",24858289,Fri Oct 03 15:09:14 +0000 2014,http://t.co/RnQ3RheMzm
5.18E+017,http://t.co/Y2ATWDbymm,24858289,Fri Oct 03 15:06:01 +0000 2014,http://t.co/Y2ATWDbymm
5.18E+017,http://t.co/lt6JwIhad6,24858289,Fri Oct 03 15:04:02 +0000 2014,http://t.co/lt6JwIhad6
5.18E+017,http://t.co/kxtnQy9JJc,24858289,Fri Oct 03 15:03:56 +0000 2014,http://t.co/kxtnQy9JJc
5.18E+017,http://t.co/UUdDgPgGEX,24858289,Fri Oct 03 05:41:52 +0000 2014,http://t.co/UUdDgPgGEX
5.18E+017,http://t.co/2U1SI6u3bG,24858289,Thu Oct 02 19:11:05 +0000 2014,http://t.co/2U1SI6u3bG
5.18E+017,http://t.co/CuO5ts1RBM,24858289,Thu Oct 02 18:37:38 +0000 2014,http://t.co/CuO5ts1RBM
5.18E+017,http://t.co/mY09BZWNJj,24858289,Thu Oct 02 18:24:51 +0000 2014,http://t.co/mY09BZWNJj
5.18E+017,http://t.co/zvgFBWZtX7,24858289,Thu Oct 02 17:26:48 +0000 2014,http://t.co/zvgFBWZtX7
5.18E+017,http://t.co/I3ktqFxFcm,24858289,Thu Oct 02 11:10:05 +0000 2014,http://t.co/I3ktqFxFcm
5.17E+017,http://t.co/Nk2lu9lcxA,24858289,Wed Oct 01 20:38:22 +0000 2014,http://t.co/Nk2lu9lcxA
5.17E+017,http://t.co/7DySuvElug,24858289,Wed Oct 01 20:19:25 +0000 2014,http://t.co/7DySuvElug
5.17E+017,Instagram @ig.veneto ..vota la bambina con il palloncino rosso http://t.co/rESURwH8BF,24858289,Wed Oct 01 19:54:19 +0000 2014,http://t.co/rESURwH8BF
5.17E+017,Una videocamera nascosta nel reggiseno: tutte le volte che vi misurano la scollatura http://t.co/9XXvPGVCnc,24858289,Wed Oct 01 19:41:54 +0000 2014,http://t.co/9XXvPGVCnc
5.17E+017,http://t.co/uP3bLD7KSV,24858289,Wed Oct 01 19:30:14 +0000 2014,http://t.co/uP3bLD7KSV
5.17E+017,http://t.co/dWljOZKvHI,24858289,Wed Oct 01 19:29:29 +0000 2014,http://t.co/dWljOZKvHI
