id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,bot
2419936286,AA12,AA12YT,45750,7644,359,54926,46,https://t.co/fgrX3RYsGt,en,Arizona,Washington,,,1,http://pbs.twimg.com/profile_images/593984576654966785/bpz9CZTM_normal.jpg,https://pbs.twimg.com/profile_banners/2419936286/1430126130,1,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/593984576654966785/bpz9CZTM_normal.jpg,EEEEEE,1,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,9999,-25200,,,,,,Lov3 | 18 | MCPE YouTuber 10k Subs! | ~less than 3,,,Mon Mar 31 03:47:30 +0000 2014,2014-03-31 5:47:30,2015-05-01 16:40:31,2016-03-15 15:53:55,0
492649414,Desastres Naturales,ADN_SUAPT,72102,726,28,165,23,https://t.co/JV2RyV3lRO,es,Eastern Time (US & Canada),México DF,,,1,http://pbs.twimg.com/profile_images/495280235114266625/Vt4ZcGt4_normal.jpeg,https://pbs.twimg.com/profile_banners/492649414/1422555381,1,https://pbs.twimg.com/profile_background_images/577963472517885952/GiZEH4aT.jpeg,666666,https://pbs.twimg.com/profile_images/495280235114266625/Vt4ZcGt4_normal.jpeg,181A1E,1,252429,http://pbs.twimg.com/profile_background_images/577963472517885952/GiZEH4aT.jpeg,1A1B1F,2FC2EF,-14400,,,,,,Monitorear los desastres naturales mundiales. Facebook   SUAPT Desastres Naturales  o Jesus Guerrero (Everest),,,Tue Feb 14 23:42:32 +0000 2012,2012-02-15 0:42:32,2015-05-01 13:15:10,2016-03-15 15:53:56,0
56554591,A∂▲❍▼,AJCertified1,15525,879,667,153,5,http://t.co/8JKGVUp39j,en,Central Time (US & Canada),Land of the Unknown,,,,http://pbs.twimg.com/profile_images/569582378624901120/jEGkekGS_normal.jpeg,https://pbs.twimg.com/profile_banners/56554591/1427148858,1,https://pbs.twimg.com/profile_background_images/462604629/8638069_108319930903.jpg,333333,https://pbs.twimg.com/profile_images/569582378624901120/jEGkekGS_normal.jpeg,EEEEEE,1,EDEDED,http://pbs.twimg.com/profile_background_images/462604629/8638069_108319930903.jpg,131516,9999,-18000,,,,,,Instagram:AJCertified1,,,Tue Jul 14 00:55:42 +0000 2009,2009-07-14 2:55:42,2015-05-01 22:06:38,2016-03-15 15:53:56,0
37407255,অগ্নিভ নিয়োগী,Aagan86,283536,7785,424,1157,217,https://t.co/8FehkHOTmi,en,Kolkata,Kolkata-Jalpaiguri,,,1,http://pbs.twimg.com/profile_images/591915550386696192/hTm1b9Oy_normal.jpg,https://pbs.twimg.com/profile_banners/37407255/1426482022,1,https://pbs.twimg.com/profile_background_images/75609499/DSC00839.JPG,0,https://pbs.twimg.com/profile_images/591915550386696192/hTm1b9Oy_normal.jpg,0,1,78806B,http://pbs.twimg.com/profile_background_images/75609499/DSC00839.JPG,0,ADAC1F,19800,,,,,,"Typical Aantel,reader, blogger, social media & news addict, opinionated. Joy Bangla!",,,Sun May 03 12:17:01 +0000 2009,2009-05-03 14:17:01,2015-05-01 17:25:52,2016-03-15 15:53:59,0
112295272,Aankhi Ghosh,Aankhi01,13634,697,103,5258,30,http://t.co/NlGGXreNMG,en,New Delhi,Kolkata/Delhi/Pune,,,1,http://pbs.twimg.com/profile_images/576389414663778304/kPrCKOKp_normal.jpeg,https://pbs.twimg.com/profile_banners/112295272/1384002560,1,https://pbs.twimg.com/profile_background_images/322176219/SuperStock_1525R-171882.jpg,333333,https://pbs.twimg.com/profile_images/576389414663778304/kPrCKOKp_normal.jpeg,C0DEED,1,DDEEF6,http://pbs.twimg.com/profile_background_images/322176219/SuperStock_1525R-171882.jpg,C0DEED,0084B4,19800,,,,,,"Lawyer. Dog lover. Passionate about music,politics, literature,cricket and art. In that order.",,,Sun Feb 07 23:56:34 +0000 2010,2010-02-08 0:56:34,2015-05-02 6:39:12,2016-03-15 15:53:59,0
348393966,Abdullah Al-Ajmi,Abbdulla_,19390,385,252,11,1,http://t.co/t6UdlE86YT,en,Eastern Time (US & Canada),"OK,USA",1,,1,http://pbs.twimg.com/profile_images/588757699459874816/dTkaBmf3_normal.jpg,https://pbs.twimg.com/profile_banners/348393966/1429381282,1,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/588757699459874816/dTkaBmf3_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-14400,,,,,,,,,Thu Aug 04 10:45:50 +0000 2011,2011-08-04 12:45:50,2015-05-02 0:03:05,2016-03-15 15:54:00,0
1245621752,Abijah Gupta,AbijahGupta,1960,4910,1675,1043,22,http://t.co/b0xBH2vTfL,en,Pacific Time (US & Canada),"Kamloops, Canada",,,1,http://pbs.twimg.com/profile_images/590421192688799744/mbvoQOMR_normal.jpg,https://pbs.twimg.com/profile_banners/1245621752/1428633759,1,https://pbs.twimg.com/profile_background_images/591153555827916803/XLnd4yXp.jpg,666666,https://pbs.twimg.com/profile_images/590421192688799744/mbvoQOMR_normal.jpg,181A1E,,252429,http://pbs.twimg.com/profile_background_images/591153555827916803/XLnd4yXp.jpg,1A1B1F,3B94D9,-25200,,,,,,Can an IT & Business grad student play the #Piano based solely on YouTube tutorials? Find out! https://t.co/a88gOi3FHJ,,,Wed Mar 06 08:50:36 +0000 2013,2013-03-06 9:50:36,2015-05-02 2:11:37,2016-03-15 15:54:00,0
131043638,Kenneth J. McCormick,AboutFactsNet,3114,28,32,1,0,http://t.co/93gshk5snR,en,Eastern Time (US & Canada),,,,,http://pbs.twimg.com/profile_images/809376377/Ken2_normal.jpg,NULL,,https://abs.twimg.com/images/themes/theme9/bg.gif,0,https://pbs.twimg.com/profile_images/809376377/Ken2_normal.jpg,0,,0,http://abs.twimg.com/images/themes/theme9/bg.gif,0,3B94D9,-14400,,,,,,"I am the webmaster of About Facts Internet magazine.(formerly About Facts Net) http://t.co/93gshkn3vV where all articles, photos and drawings are free to use",,,Fri Apr 09 03:07:55 +0000 2010,2010-04-09 5:07:55,2015-05-02 10:45:22,2016-03-15 15:54:01,0
91287122,Abubaker Alzuaree,Abuubreezy,33298,698,600,4037,5,https://t.co/2uAKvb4Bqx,en,Central Time (US & Canada),"Yemen, Aden",,,1,http://pbs.twimg.com/profile_images/571654706134532096/tekBUUwj_normal.jpeg,https://pbs.twimg.com/profile_banners/91287122/1413362814,1,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/571654706134532096/tekBUUwj_normal.jpeg,EEEEEE,1,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,9999,-18000,,,,,,DO YOU EVEN LIFT BRO?                      #FREEPALESTINE #SaveGaza,,,Fri Nov 20 06:48:12 +0000 2009,2009-11-20 7:48:12,2015-05-02 3:40:54,2016-03-15 15:54:01,0
250207934,أفنـ)ـان الكـندري,AfnanAK,23261,589,396,52,0,http://t.co/W6sEatTydG,en,Alaska,Kuwait ♥,,,,http://pbs.twimg.com/profile_images/579959239155675136/V1M5xtm-_normal.jpg,https://pbs.twimg.com/profile_banners/250207934/1392704939,1,https://abs.twimg.com/images/themes/theme7/bg.gif,333333,https://pbs.twimg.com/profile_images/579959239155675136/V1M5xtm-_normal.jpg,DFDFDF,,F3F3F3,http://abs.twimg.com/images/themes/theme7/bg.gif,EBEBEB,990000,-28800,,,,,,RBS Grad '11/3rd year Dental student-KU 6ebeya ♥ الطبـ)ـية,,,Thu Feb 10 16:50:55 +0000 2011,2011-02-10 17:50:55,2015-05-01 16:31:24,2016-03-15 15:54:04,0
238040058,Däve Agee,AgeeWx,14187,358,967,280,8,http://t.co/q9FKgYXvs7,en,Central Time (US & Canada),"Grand Forks, ND",1,,1,http://pbs.twimg.com/profile_images/580816556621471744/QJn27b0l_normal.jpg,https://pbs.twimg.com/profile_banners/238040058/1409676839,1,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/580816556621471744/QJn27b0l_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,-18000,,,,,,Student with UND Atmospheric Science. Illinoisan. Homebrewer. Bicyclist. Proud American Outlaw. #CF97,,,Fri Jan 14 06:27:01 +0000 2011,2011-01-14 7:27:01,2015-05-01 16:10:51,2016-03-15 15:54:04,0
476876406,Helena.,AgentSwift47,169053,1193,351,3439,25,http://t.co/QKMkMnFrXQ,es,Madrid,1989 World Tour.,,,1,http://pbs.twimg.com/profile_images/587213254289678337/Na9gC_FJ_normal.png,https://pbs.twimg.com/profile_banners/476876406/1430341381,1,https://pbs.twimg.com/profile_background_images/462978806450380800/cLxjxJ-y.jpeg,333333,https://pbs.twimg.com/profile_images/587213254289678337/Na9gC_FJ_normal.png,0,1,C0DFEC,http://pbs.twimg.com/profile_background_images/462978806450380800/cLxjxJ-y.jpeg,007BFF,1E82D4,7200,,,,,,Castle. Gryffindor. Fangirl. Shipper. Nerd. ♀  《A Writer & His Muse》 I had the time of my life fighting dragons with you. Don't ruin my story with your logic.,,,Sat Jan 28 15:56:08 +0000 2012,2012-01-28 16:56:08,2015-05-02 12:38:51,2016-03-15 15:54:05,0
1376257824,Jordan Y. Melecio™,AgyapasJordan,2366,157,388,287,3,https://t.co/AnFQC93WsU,en,Beijing,"16.383548,120.574871",,,,http://pbs.twimg.com/profile_images/559805321351163904/LKJej8gW_normal.jpeg,https://pbs.twimg.com/profile_banners/1376257824/1413533308,1,https://pbs.twimg.com/profile_background_images/868539891/f43a42403eeefb5235fa4c9f137ae12e.jpeg,666666,https://pbs.twimg.com/profile_images/559805321351163904/LKJej8gW_normal.jpeg,0,1,252429,http://pbs.twimg.com/profile_background_images/868539891/f43a42403eeefb5235fa4c9f137ae12e.jpeg,313AE6,D65B22,28800,,,,,,Technology and World Watchdog. A Damaged Soul that Death Curiously Refuses to Harvest. A Sponge for Cool Music. Missing D__v__a     L__r_n.,,,Wed Apr 24 05:45:43 +0000 2013,2013-04-24 7:45:43,2015-05-02 4:22:38,2016-03-15 15:54:05,0
714550385,Ahmad Waleed Arshad,AhmadWaleed4568,639,120,64,407,1,http://t.co/gfdKObnlSh,en,Islamabad,Bahawalpur,,,1,http://pbs.twimg.com/profile_images/592310087483428865/4U_EAcJv_normal.jpg,https://pbs.twimg.com/profile_banners/714550385/1428570420,1,https://pbs.twimg.com/profile_background_images/378800000097204363/40c495a353d1d451ff71ad54a16f1313.jpeg,333333,https://pbs.twimg.com/profile_images/592310087483428865/4U_EAcJv_normal.jpg,FFFFFF,1,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000097204363/40c495a353d1d451ff71ad54a16f1313.jpeg,1A1B1F,2FC2EF,18000,,,,,,#A-levels #Photographer Ask=Ahmadwaleedarshad  Life is achi without any bachi,,,Mon Oct 14 14:49:40 +0000 2013,2013-10-14 16:49:40,2015-05-01 16:57:09,2016-03-15 15:54:06,0
474152548,Jordan✌Clark,AirJordan136,20291,1114,1292,11382,14,http://t.co/A56WLLords,en,Pacific Time (US & Canada),"Steele, Mo",,,,http://pbs.twimg.com/profile_images/594328966850170880/HKxyTClZ_normal.jpg,https://pbs.twimg.com/profile_banners/474152548/1428085770,1,https://pbs.twimg.com/profile_background_images/378800000140809425/f707zEkI.jpeg,333333,https://pbs.twimg.com/profile_images/594328966850170880/HKxyTClZ_normal.jpg,0,,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000140809425/f707zEkI.jpeg,ABB8C2,DD2E44,-25200,,,,,,"19, AKA:Swagdaddy. Heat, Dolphins, Cardinals, @StephenCurry30, @ArianaGrande, @arielwinter1, @iambecky, and @WWE fan!! Student at SEMO. Keep it 100",,,Wed Jan 25 18:10:35 +0000 2012,2012-01-25 19:10:35,2015-05-02 12:27:10,2016-03-15 15:54:06,0
1373517728,Jerome,AkheemV,57768,348,389,13804,4,http://t.co/m76l4dPTa5,en,,"On the moon,Underwater",,,1,http://pbs.twimg.com/profile_images/592165670214729729/SuWeTkww_normal.jpg,https://pbs.twimg.com/profile_banners/1373517728/1427421206,1,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/592165670214729729/SuWeTkww_normal.jpg,A8C7F7,,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,22330,0084B4,,,,,,,"I paint life in vivid colour, depict in harsh words . Find your wings my nigga. / MAGNUM EST!!!",,,Tue Apr 23 01:32:11 +0000 2013,2013-04-23 3:32:11,2015-05-02 4:18:06,2016-03-15 15:54:06,0
2248762537,AJ,AlZahraaokay,7588,235,112,10979,0,http://t.co/kdU9YfvSwB,en,,Hello Stalker.,1,,1,http://pbs.twimg.com/profile_images/581873352974802944/xUtHb5Sd_normal.jpg,https://pbs.twimg.com/profile_banners/2248762537/1429687523,1,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/581873352974802944/xUtHb5Sd_normal.jpg,C0DEED,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,,,,,,"Professional procrastinator who spreads positive vibes. If you cant handle the heat, get out of the kitchen.",,,Mon Dec 16 13:27:47 +0000 2013,2013-12-16 14:27:47,2015-05-01 14:42:52,2016-03-15 15:54:07,0
462534253,Harpo〽️,Al_FSU,20388,399,402,529,3,http://t.co/p5zRbb93EW,en,Atlantic Time (Canada),On The Field,,,1,http://pbs.twimg.com/profile_images/583838243717648384/9_kTSZf7_normal.jpg,https://pbs.twimg.com/profile_banners/462534253/1416115237,1,https://pbs.twimg.com/profile_background_images/378800000182358524/ELrdRoMQ.jpeg,333333,https://pbs.twimg.com/profile_images/583838243717648384/9_kTSZf7_normal.jpg,0,1,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000182358524/ELrdRoMQ.jpeg,8A8789,6B0D68,-10800,,,,,,"Chest Up| Eyes up| Prayed Up| Most People have sight, Leaders Have Vision",,,Fri Jan 13 01:58:00 +0000 2012,2012-01-13 2:58:00,2015-05-02 11:32:00,2016-03-15 15:54:07,0
93941188,Amy E Jackman,AlaskaAmy,2287,71,56,295,3,http://t.co/4fcRAeG4ZT,en,Alaska,"Kenai, Alaka",,,,http://pbs.twimg.com/profile_images/1900095878/39536_1690642546232_1242804295_31985254_7339049_n_normal.jpeg,NULL,1,https://abs.twimg.com/images/themes/theme18/bg.gif,333333,https://pbs.twimg.com/profile_images/1900095878/39536_1690642546232_1242804295_31985254_7339049_n_normal.jpeg,EEEEEE,,F6F6F6,http://abs.twimg.com/images/themes/theme18/bg.gif,ACDED6,38543,-28800,,,,,,All You Need to Start an Asylum is an Empty Room and the Right Kind of People,,,Tue Dec 01 20:54:37 +0000 2009,2009-12-01 21:54:37,2015-05-02 3:59:24,2016-03-15 15:54:08,0
22437394,Alberto Desfassiaux,AlbertoDefa,42077,763,97,922,18,http://t.co/5C2AtARFUh,en,Mexico City,"México, D.F",,,1,http://pbs.twimg.com/profile_images/570675832780111872/T-phf3Tx_normal.png,https://pbs.twimg.com/profile_banners/22437394/1399139088,1,https://pbs.twimg.com/profile_background_images/5298741/04_1280_1024.jpg,666666,https://pbs.twimg.com/profile_images/570675832780111872/T-phf3Tx_normal.png,181A1E,,252429,http://pbs.twimg.com/profile_background_images/5298741/04_1280_1024.jpg,1A1B1F,2FC2EF,-18000,,,,,,Editor de @atomix. Videojuegos y cine.,,,Mon Mar 02 02:05:44 +0000 2009,2009-03-02 3:05:44,2015-05-01 15:33:21,2016-03-15 15:54:08,0
1956659528,McGeese,Alec_Meadows,4655,281,421,2466,1,http://t.co/njCM4KrBHU,en,,ICT,,,,http://pbs.twimg.com/profile_images/586727964538048512/7LMmNr6o_normal.jpg,https://pbs.twimg.com/profile_banners/1956659528/1428774748,1,https://pbs.twimg.com/profile_background_images/516240388802093056/_qhXhsL5.png,333333,https://pbs.twimg.com/profile_images/586727964538048512/7LMmNr6o_normal.jpg,0,1,DDEEF6,http://pbs.twimg.com/profile_background_images/516240388802093056/_qhXhsL5.png,C0DEED,6B00B3,,,,,,,perpetually memed,,,Sat Oct 12 13:29:27 +0000 2013,2013-10-12 15:29:27,2015-05-01 13:36:49,2016-03-15 15:54:09,0
578904059,Александр Валеев,AleksandrValeev,14537,865,250,0,20,https://t.co/v3wipSaiAs,ru,Abu Dhabi,Москва,,,1,http://pbs.twimg.com/profile_images/545441297562365952/IJR-maKx_normal.jpeg,https://pbs.twimg.com/profile_banners/578904059/1399160637,1,https://pbs.twimg.com/profile_background_images/462739187196653568/yRYO76Xc.jpeg,333333,https://pbs.twimg.com/profile_images/545441297562365952/IJR-maKx_normal.jpeg,FFFFFF,1,E6F6F9,http://pbs.twimg.com/profile_background_images/462739187196653568/yRYO76Xc.jpeg,DBE9ED,CC3366,14400,,,,,,Ведущий информационных программ на #вестифм #радиомаяк #новости #newsВедущий новостей на канале #МИР24#АлександрВалеев #AleksandrValeev,,,Sun May 13 12:11:09 +0000 2012,2012-05-13 14:11:09,2015-05-01 15:22:47,2016-03-15 15:54:09,0
558782771,Island Mermaid,AlexiaRenessa,7135,202,300,299,1,http://t.co/7sga1fqzQH,en,Atlantic Time (Canada),"Trinidad, the Caribbean",,,1,http://pbs.twimg.com/profile_images/568991025159352320/gS3e9L22_normal.jpeg,https://pbs.twimg.com/profile_banners/558782771/1427517060,1,https://pbs.twimg.com/profile_background_images/378800000089691731/84195aee78466f8f10993e0c1aa395ca.jpeg,333333,https://pbs.twimg.com/profile_images/568991025159352320/gS3e9L22_normal.jpeg,0,1,DDEEF6,http://pbs.twimg.com/profile_background_images/378800000089691731/84195aee78466f8f10993e0c1aa395ca.jpeg,F570EC,F26198,-10800,,,,,,B.sc Psychology. Beach Bum.,,,Fri Apr 20 16:54:44 +0000 2012,2012-04-20 18:54:44,2015-05-01 14:06:10,2016-03-15 15:54:10,0
50034798,Alicia Cox-Hall,AliciaLifeChngr,18745,553,1856,81,8,http://t.co/xlyCSVNy6q,en,Central Time (US & Canada),"Memphis, TN",,,1,http://pbs.twimg.com/profile_images/567740014889402368/SIZcuDcU_normal.jpeg,https://pbs.twimg.com/profile_banners/50034798/1424194395,1,https://pbs.twimg.com/profile_background_images/472096773666660352/n-J9h6ry.jpeg,070A0F,https://pbs.twimg.com/profile_images/567740014889402368/SIZcuDcU_normal.jpeg,FFFFFF,1,C9C9C9,http://pbs.twimg.com/profile_background_images/472096773666660352/n-J9h6ry.jpeg,BF1238,BF1238,-18000,,,,,,"I am a God-fearing woman, CEO/Founder of GLHRF, a minister, a mother of 2 beautiful children and an Avon & Iaso Representive.",,,Tue Jun 23 17:11:58 +0000 2009,2009-06-23 19:11:58,2015-05-01 20:30:35,2016-03-15 15:54:11,0
